Ag Area Sdesc,Cla Subject Ldesc,Cla Catalog Nbr,Cla Class Section,Cla Instructor Name,Official Enrollmt,Grades Received,Grades Pct of Enrolled,gpa,A,A-,B+,B,B- ,C+,C,C- ,D+,D,D- ,"F, F+",W,Cr,Nc,Other
L&S,Art History, 368,Course Total,Course Total,28,26,92.9%,3.251,6,7,2,2,1,,,,,,,2,,,,6
L&S,Art History, 382,001,"Wang,Ying",24,21,87.5%,3.876,10,6,,,,,,,,,,,1,,,5
L&S,Art History, 382,Course Total,Course Total,24,21,87.5%,3.876,10,6,,,,,,,,,,,1,,,5
L&S,Art History, 425,001,"Leson,Richard A",20,20,100.0%,3.667,6,2,,3,,,,,,,,,,,,9
L&S,Art History, 425,Course Total,Course Total,20,20,100.0%,3.667,6,2,,3,,,,,,,,,,,,9
L&S,Art History, 472,201,"Johung,Jennifer N",34,28,82.4%,2.951,6,7,3,1,1,2,4,1,,,,2,1,,,1
L&S,Art History, 472,Course Total,Course Total,34,28,82.4%,2.951,6,7,3,1,1,2,4,1,,,,2,1,,,1
L&S,Art History, 700,001,"Tiffany,Tanya J",7,6,85.7%,3.778,3,2,1,,,,,,,,,,,,,
L&S,Art History, 700,Course Total,Course Total,7,6,85.7%,3.778,3,2,1,,,,,,,,,,,,,
L&S,Art History, 703,001,"Johung,Jennifer N",15,15,100.0%,3.933,14,,,1,,,,,,,,,,,,
L&S,Art History, 703,Course Total,Course Total,15,15,100.0%,3.933,14,,,1,,,,,,,,,,,,
L&S,Art History, 720,001,"Leson,Richard A",9,8,88.9%,4.000,8,,,,,,,,,,,,,,,
L&S,Art History, 720,Course Total,Course Total,9,8,88.9%,4.000,8,,,,,,,,,,,,,,,
L&S,Art History, 891,001,"Johung,Jennifer N",7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Art History, 891,Course Total,Course Total,7,7,100.0%,4.000,7,,,,,,,,,,,,,,,
L&S,Astronomy, 103,001,"Kapadia,Shasvath J",148,141,95.3%,3.101,66,,,44,,,14,,,7,,8,5,,,2
L&S,Astronomy, 103,002,"Brady,Patrick R",148,138,93.2%,2.966,18,33,24,12,18,8,5,5,2,,1,8,7,1,,3
L&S,Astronomy, 103,203,"Siemens,Xavier",108,98,90.7%,2.945,24,19,14,7,8,6,2,4,1,2,,9,5,1,,1
L&S,Astronomy, 103,Course Total,Course Total,404,377,93.3%,3.011,108,52,38,63,26,14,21,9,3,9,1,25,17,2,,6
L&S,Astronomy, 104,801,"Liu,Xiaoshu",14,13,92.9%,3.770,6,5,2,,,,,,,,,,,,,
L&S,Astronomy, 104,802,"Liu,Xiaoshu",14,13,92.9%,3.444,8,,2,,1,,,,,,,1,1,,,1
L&S,Astronomy, 104,803,"Pandey,Suraj",16,15,93.8%,3.045,4,3,3,2,1,,,,,,,2,,,,
L&S,Astronomy, 104,804,"Liu,Xiaoshu",14,13,92.9%,3.807,6,5,1,,,,,,,,,,1,,,1
L&S,Astronomy, 104,Course Total,Course Total,58,54,93.1%,3.494,24,13,8,2,2,,,,,,,3,2,,,2
L&S,Astronomy, 400,001,"Brady,Patrick R",14,13,92.9%,2.364,1,1,1,1,1,1,3,,,1,,1,1,,1,1
L&S,Astronomy, 400,Course Total,Course Total,14,13,92.9%,2.364,1,1,1,1,1,1,3,,,1,,1,1,,1,1
L&S,Atmospheric Sciences, 100,401,"Adrian,Barton J",104,99,95.2%,2.572,16,7,7,12,14,4,21,1,6,4,1,5,4,,,1
L&S,Atmospheric Sciences, 100,402,"Oser,Alex Carl",61,56,91.8%,2.608,7,11,5,3,8,3,6,5,1,2,,5,4,,,
L&S,Atmospheric Sciences, 100,Course Total,Course Total,165,155,93.9%,2.585,23,18,12,15,22,7,27,6,7,6,1,10,8,,,1
L&S,Atmospheric Sciences, 109,201,"Thielke,Timothy Kirk",57,51,89.5%,2.955,10,10,9,11,3,,1,,,1,,6,2,,,
L&S,Atmospheric Sciences, 109,202,"Frederick,James M",56,52,92.9%,2.660,8,8,8,6,4,3,5,,,2,,7,3,,,1
L&S,Atmospheric Sciences, 109,Course Total,Course Total,113,103,91.2%,2.807,18,18,17,17,7,3,6,,,3,,13,5,,,1
L&S,Atmospheric Sciences, 110,201,"Frederick,James M",30,27,90.0%,2.619,1,6,1,8,5,,2,,,,,4,,,,
L&S,Atmospheric Sciences, 110,Course Total,Course Total,30,27,90.0%,2.619,1,6,1,8,5,,2,,,,,4,,,,
L&S,Atmospheric Sciences, 351,001,"Augustine,Stephen J",8,8,100.0%,3.000,2,,1,2,1,,2,,,,,,,,,
L&S,Atmospheric Sciences, 351,Course Total,Course Total,8,8,100.0%,3.000,2,,1,2,1,,2,,,,,,,,,
L&S,Atmospheric Sciences, 360,401,"Evans,Allen C",7,7,100.0%,2.906,1,1,,3,1,,,,,1,,,,,,
L&S,Atmospheric Sciences, 360,Course Total,Course Total,7,7,100.0%,2.906,1,1,,3,1,,,,,1,,,,,,
L&S,Atmospheric Sciences, 381,001,"Roebber,Paul J",15,15,100.0%,4.000,15,,,,,,,,,,,,,,,
L&S,Atmospheric Sciences, 381,Course Total,Course Total,15,15,100.0%,4.000,15,,,,,,,,,,,,,,,
L&S,Atmospheric Sciences, 505,001,"Kahl,Jonathan D",6,6,100.0%,3.613,1,4,,1,,,,,,,,,,,,
L&S,Atmospheric Sciences, 505,Course Total,Course Total,6,6,100.0%,3.613,1,4,,1,,,,,,,,,,,,
L&S,Atmospheric Sciences, 690,001,"Roebber,Paul J",10,8,80.0%,4.000,8,,,,,,,,,,,,1,,,
L&S,Atmospheric Sciences, 690,Course Total,Course Total,10,8,80.0%,4.000,8,,,,,,,,,,,,1,,,
L&S,Atmospheric Sciences, 705,001,"Kahl,Jonathan D",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Atmospheric Sciences, 705,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Biological Sciences, 100,401,"Strickler,Johann Rudolf",173,168,97.1%,2.649,27,25,15,21,17,13,14,8,4,6,2,15,2,,,1
L&S,Biological Sciences, 100,Course Total,Course Total,173,168,97.1%,2.649,27,25,15,21,17,13,14,8,4,6,2,15,2,,,1
L&S,Biological Sciences, 101,401,"Yang,Ching-Hong",116,111,95.7%,2.931,26,14,6,14,13,12,16,4,3,2,1,,5,,,
L&S,Biological Sciences, 101,Course Total,Course Total,116,111,95.7%,2.931,26,14,6,14,13,12,16,4,3,2,1,,5,,,
L&S,Biological Sciences, 102,401,"Ramakrishnan,Selvakumar",155,146,94.2%,3.160,42,19,14,27,17,8,16,,,,,3,4,,,
L&S,Biological Sciences, 102,Course Total,Course Total,155,146,94.2%,3.160,42,19,14,27,17,8,16,,,,,3,4,,,
L&S,Biological Sciences, 103,001,"Ramakrishnan,Selvakumar",75,72,96.0%,3.570,37,17,7,4,1,2,2,,,,,2,2,,,
L&S,Biological Sciences, 103,201,"Bott,Terry",39,31,79.5%,2.462,6,2,3,2,3,2,7,,1,1,,4,3,,,
L&S,Biological Sciences, 103,Course Total,Course Total,114,103,90.4%,3.237,43,19,10,6,4,4,9,,1,1,,6,5,,,
L&S,Biological Sciences, 104,401,"Clare,Robert D",167,161,96.4%,2.606,19,18,15,28,21,20,9,7,3,4,1,15,4,,,1
L&S,Biological Sciences, 104,Course Total,Course Total,167,161,96.4%,2.606,19,18,15,28,21,20,9,7,3,4,1,15,4,,,1
L&S,Biological Sciences, 150,401,"Karron,Jeffrey D",171,149,87.1%,2.486,24,13,11,20,14,14,19,10,,5,,19,8,,,
L&S,Biological Sciences, 150,402,"Quinn,Christopher C",165,155,93.9%,3.024,39,20,8,38,8,16,20,,,,,6,6,,,
L&S,Biological Sciences, 150,Course Total,Course Total,336,304,90.5%,2.760,63,33,19,58,22,30,39,10,,5,,25,14,,,
L&S,Biological Sciences, 152,401,"McBride,Mark J",222,195,87.8%,2.181,21,8,14,18,17,15,54,,6,11,6,25,20,,,
L&S,Biological Sciences, 152,Course Total,Course Total,222,195,87.8%,2.181,21,8,14,18,17,15,54,,6,11,6,25,20,,,
L&S,Biological Sciences, 202,401,"Stelzer,Rosemary M",235,208,88.5%,2.630,22,26,26,44,13,22,15,10,3,7,2,18,18,,,
L&S,Biological Sciences, 202,402,"Werner,Helen Marie",211,189,89.6%,2.849,59,23,16,17,16,12,7,8,5,7,3,16,7,,,
L&S,Biological Sciences, 202,403,"Stelzer,Rosemary M",260,241,92.7%,2.178,12,15,17,32,38,23,31,16,5,11,5,34,11,,2,
L&S,Biological Sciences, 202,Course Total,Course Total,706,638,90.4%,2.525,93,64,59,93,67,57,53,34,13,25,10,68,36,,2,
L&S,Biological Sciences, 203,401,"Raddant,Ann C",262,250,95.4%,2.547,49,16,13,37,36,19,24,15,6,5,2,28,8,,,
L&S,Biological Sciences, 203,Course Total,Course Total,262,250,95.4%,2.547,49,16,13,37,36,19,24,15,6,5,2,28,8,,,
L&S,Biological Sciences, 206,201,"Bott,Terry",42,41,97.6%,3.423,16,8,6,5,1,1,2,1,1,,,,,,,
L&S,Biological Sciences, 206,Course Total,Course Total,42,41,97.6%,3.423,16,8,6,5,1,1,2,1,1,,,,,,,
L&S,Biological Sciences, 310,401,"Rodriguez Sevilla,Rafael L",88,87,98.9%,3.008,20,8,11,18,9,4,11,1,3,,1,1,1,,,
L&S,Biological Sciences, 310,Course Total,Course Total,88,87,98.9%,3.008,20,8,11,18,9,4,11,1,3,,1,1,1,,,
L&S,Biological Sciences, 315,001,"Zhao,Dazhong",129,127,98.4%,2.945,17,13,19,29,12,19,12,4,,1,,1,1,,,
L&S,Biological Sciences, 315,Course Total,Course Total,129,127,98.4%,2.945,17,13,19,29,12,19,12,4,,1,,1,1,,,
L&S,Biological Sciences, 316,601,"Oliver,Julie A",32,26,81.3%,3.231,14,1,1,5,,,3,,,,,2,5,,,
L&S,Biological Sciences, 316,602,"Oliver,Julie A",32,31,96.9%,3.215,15,1,1,6,,2,5,,,,,1,1,,,
L&S,Biological Sciences, 316,Course Total,Course Total,64,57,89.1%,3.222,29,2,2,11,,2,8,,,,,3,6,,,
L&S,Biological Sciences, 325,401,"Kuchin,Sergei V",126,123,97.6%,2.875,33,14,9,10,12,9,24,,,3,5,3,,,,1
L&S,Biological Sciences, 325,Course Total,Course Total,126,123,97.6%,2.875,33,14,9,10,12,9,24,,,3,5,3,,,,1
L&S,Biological Sciences, 370,001,"Gutzman,Jennifer H",40,38,95.0%,2.631,5,2,5,6,3,5,7,1,,2,1,1,1,,,
L&S,Biological Sciences, 370,Course Total,Course Total,40,38,95.0%,2.631,5,2,5,6,3,5,7,1,,2,1,1,1,,,
L&S,Biological Sciences, 383,401,"Wesener,Shane R",108,108,100.0%,3.071,17,7,22,33,9,11,5,3,,1,,,,,,
L&S,Biological Sciences, 383,Course Total,Course Total,108,108,100.0%,3.071,17,7,22,33,9,11,5,3,,1,,,,,,
L&S,Biological Sciences, 401,001,"Steeber,Douglas A",66,54,81.8%,2.422,13,3,2,9,,,12,1,,6,,7,6,,,1
L&S,Biological Sciences, 401,Course Total,Course Total,66,54,81.8%,2.422,13,3,2,9,,,12,1,,6,,7,6,,,1
L&S,Biological Sciences, 440,001,"Hoebel,Gerlinde",19,19,100.0%,3.509,9,4,2,1,2,,,,,1,,,,,,
L&S,Biological Sciences, 440,Course Total,Course Total,19,19,100.0%,3.509,9,4,2,1,2,,,,,1,,,,,,
L&S,Biological Sciences, 451,101,"Meyer,Gretchen A",16,15,93.8%,2.934,3,2,2,2,2,1,1,1,,,1,,1,,,
L&S,Biological Sciences, 451,Course Total,Course Total,16,15,93.8%,2.934,3,2,2,2,2,1,1,1,,,1,,1,,,
L&S,Biological Sciences, 465,001,"Alberto,Filipe Aos",76,70,92.1%,3.186,27,9,5,12,5,1,6,,,1,1,3,4,,,
L&S,Biological Sciences, 465,Course Total,Course Total,76,70,92.1%,3.186,27,9,5,12,5,1,6,,,1,1,3,4,,,
L&S,Biological Sciences, 469,001,"Dunn,Peter O",15,15,100.0%,4.000,15,,,,,,,,,,,,,,,
L&S,Biological Sciences, 469,Course Total,Course Total,15,15,100.0%,4.000,15,,,,,,,,,,,,,,,
L&S,Biological Sciences, 511,001,"Janssen,John A",15,15,100.0%,3.022,2,1,2,4,3,3,,,,,,,,,,
L&S,Biological Sciences, 511,Course Total,Course Total,15,15,100.0%,3.022,2,1,2,4,3,3,,,,,,,,,,
L&S,Biological Sciences, 523,001,"Ramakrishnan,Selvakumar",42,42,100.0%,3.572,22,6,3,6,2,2,1,,,,,,,,,
L&S,Biological Sciences, 523,Course Total,Course Total,42,42,100.0%,3.572,22,6,3,6,2,2,1,,,,,,,,,
L&S,Biological Sciences, 529,001,"Forst,Steven A",28,25,89.3%,3.040,7,4,2,3,2,1,5,,,,,1,3,,,
L&S,Biological Sciences, 529,Course Total,Course Total,28,25,89.3%,3.040,7,4,2,3,2,1,5,,,,,1,3,,,
L&S,Biological Sciences, 539,401,"Latch,Emily K",25,25,100.0%,3.827,20,3,,,1,,1,,,,,,,,,
L&S,Biological Sciences, 539,Course Total,Course Total,25,25,100.0%,3.827,20,3,,,1,,1,,,,,,,,,
L&S,Biological Sciences, 542,001,"Owen,Heather A",19,19,100.0%,3.211,9,1,1,3,2,,1,1,,,,1,,,,
L&S,Biological Sciences, 542,Course Total,Course Total,19,19,100.0%,3.211,9,1,1,3,2,,1,1,,,,1,,,,
L&S,Biological Sciences, 543,801,"Owen,Heather A",10,10,100.0%,4.000,9,,,,,,,,,,,,,1,,
L&S,Biological Sciences, 543,Course Total,Course Total,10,10,100.0%,4.000,9,,,,,,,,,,,,,1,,
L&S,Biological Sciences, 564,001,"Raddant,Ann C",41,39,95.1%,3.052,10,5,6,7,3,1,,4,2,,,1,1,,,
L&S,Biological Sciences, 564,Course Total,Course Total,41,39,95.1%,3.052,10,5,6,7,3,1,,4,2,,,1,1,,,
L&S,Biological Sciences, 670,001,"Hoebel,Gerlinde",17,17,100.0%,3.372,10,2,1,1,,1,,,1,,,1,,,,
L&S,Biological Sciences, 670,002,"Forst,Steven A",15,14,93.3%,3.858,11,2,,,1,,,,,,,,,,,
L&S,Biological Sciences, 670,Course Total,Course Total,32,31,96.9%,3.592,21,4,1,1,1,1,,,1,,,1,,,,
L&S,Biological Sciences, 671,001,"Yang,Ching-Hong",15,15,100.0%,3.867,14,,,,,,1,,,,,,,,,
L&S,Biological Sciences, 671,Course Total,Course Total,15,15,100.0%,3.867,14,,,,,,1,,,,,,,,,
L&S,Biological Sciences, 750,001,"McBride,Mark J",9,9,100.0%,3.959,7,1,,,,,,,,,,,,,,1
L&S,Biological Sciences, 750,Course Total,Course Total,9,9,100.0%,3.959,7,1,,,,,,,,,,,,,,1
L&S,Biological Sciences, 900,001,"Zhao,Dazhong",31,31,100.0%,4.000,30,,,,,,,,,,,,,,,1
L&S,Biological Sciences, 900,Course Total,Course Total,31,31,100.0%,4.000,30,,,,,,,,,,,,,,,1
L&S,Biological Sciences, 925,003,"Steeber,Douglas A",16,16,100.0%,4.000,16,,,,,,,,,,,,,,,
L&S,Biological Sciences, 925,004,"Prasad,Gyaneshwar",9,9,100.0%,4.000,9,,,,,,,,,,,,,,,
L&S,Biological Sciences, 925,Course Total,Course Total,25,25,100.0%,4.000,25,,,,,,,,,,,,,,,
L&S,Biological Sciences, 929,002,"Rodriguez Sevilla,Rafael L",7,5,71.4%,3.934,4,1,,,,,,,,,,,,,,
L&S,Biological Sciences, 929,Course Total,Course Total,7,5,71.4%,3.934,4,1,,,,,,,,,,,,,,
L&S,Celtic Studies, 103,001,"Ni Chiardha,Bairbre C",24,24,100.0%,3.069,12,2,5,,,,,1,,,,4,,,,
L&S,Celtic Studies, 103,Course Total,Course Total,24,24,100.0%,3.069,12,2,5,,,,,1,,,,4,,,,
L&S,Celtic Studies, 133,001,"Ni Chiardha,Bairbre C",25,22,88.0%,3.275,7,4,3,1,,,,,,,,2,2,,,5
L&S,Celtic Studies, 133,Course Total,Course Total,25,22,88.0%,3.275,7,4,3,1,,,,,,,,2,2,,,5
L&S,Celtic Studies, 203,001,"Ni Chiardha,Bairbre C",6,6,100.0%,3.665,2,,2,,,,,,,,,,,,,2
L&S,Celtic Studies, 203,Course Total,Course Total,6,6,100.0%,3.665,2,,2,,,,,,,,,,,,,2
L&S,Chemistry and Biochemistry, 100,401,"Carlson,Christine A",219,207,94.5%,2.330,27,9,14,34,21,22,30,,9,10,5,26,8,,,
L&S,Chemistry and Biochemistry, 100,402,"Carlson,Christine A",222,207,93.2%,2.257,10,19,17,24,26,21,39,,8,17,4,21,12,,,1
L&S,Chemistry and Biochemistry, 100,403,"Shteynbuk,Maria Shevyrev",220,200,90.9%,2.543,24,17,26,30,20,25,23,,5,6,5,19,10,,,
L&S,Chemistry and Biochemistry, 100,404,"Sorensen,Thomas E",168,149,88.7%,2.472,25,17,13,22,8,8,21,,5,4,6,20,14,,,
L&S,Chemistry and Biochemistry, 100,Course Total,Course Total,829,763,92.0%,2.394,86,62,70,110,75,76,113,,27,37,20,86,44,,,1
L&S,Chemistry and Biochemistry, 101,401,"Freschl,Gloria B",140,130,92.9%,2.274,25,6,3,25,2,6,25,,,17,,20,7,,,1
L&S,Chemistry and Biochemistry, 101,Course Total,Course Total,140,130,92.9%,2.274,25,6,3,25,2,6,25,,,17,,20,7,,,1
L&S,Chemistry and Biochemistry, 102,401,"Carlson,Christine A",160,139,86.9%,2.484,24,13,10,22,15,9,10,,13,4,,19,16,,,
L&S,Chemistry and Biochemistry, 102,402,"Carlson,Christine A",140,125,89.3%,2.570,29,6,10,18,13,8,13,,10,2,2,14,8,,,
L&S,Chemistry and Biochemistry, 102,Course Total,Course Total,300,264,88.0%,2.525,53,19,20,40,28,17,23,,23,6,2,33,24,,,
L&S,Chemistry and Biochemistry, 103,401,"Freschl,Gloria B",79,73,92.4%,2.553,16,5,,15,7,1,16,,,6,,7,3,,,
L&S,Chemistry and Biochemistry, 103,402,"Freschl,Gloria B",129,117,90.7%,2.544,29,9,1,15,4,5,32,,,14,,8,8,,,
L&S,Chemistry and Biochemistry, 103,Course Total,Course Total,208,190,91.3%,2.548,45,14,1,30,11,6,48,,,20,,15,11,,,
L&S,Chemistry and Biochemistry, 104,401,"Murphy,Kristen L",194,166,85.6%,2.228,22,,15,27,6,10,43,,8,13,3,19,18,,,
L&S,Chemistry and Biochemistry, 104,Course Total,Course Total,194,166,85.6%,2.228,22,,15,27,6,10,43,,8,13,3,19,18,,,
L&S,Chemistry and Biochemistry, 105,401,"Sorensen,Thomas E",117,111,94.9%,2.285,17,7,8,13,8,6,10,9,8,7,6,11,5,,,1
L&S,Chemistry and Biochemistry, 105,Course Total,Course Total,117,111,94.9%,2.285,17,7,8,13,8,6,10,9,8,7,6,11,5,,,1
L&S,Chemistry and Biochemistry, 185,401,"Blecking,Anja",54,54,100.0%,2.803,7,9,3,7,6,10,9,,,2,,1,,,,
L&S,Chemistry and Biochemistry, 185,Course Total,Course Total,54,54,100.0%,2.803,7,9,3,7,6,10,9,,,2,,1,,,,
L&S,Chemistry and Biochemistry, 221,401,"Dietz,Mark L",36,32,88.9%,2.407,2,,1,7,11,4,,2,2,,,3,1,,,
L&S,Chemistry and Biochemistry, 221,Course Total,Course Total,36,32,88.9%,2.407,2,,1,7,11,4,,2,2,,,3,1,,,
L&S,Chemistry and Biochemistry, 311,001,"Pacheco,Arsenio Andrew",40,39,97.5%,3.062,9,,10,9,2,1,3,2,,,,1,,,,2
L&S,Chemistry and Biochemistry, 311,Course Total,Course Total,40,39,97.5%,3.062,9,,10,9,2,1,3,2,,,,1,,,,2
L&S,Chemistry and Biochemistry, 341,001,"Peng,Xiaohua",33,32,97.0%,3.011,10,4,3,5,2,1,3,,,3,,1,,,,
L&S,Chemistry and Biochemistry, 341,Course Total,Course Total,33,32,97.0%,3.011,10,4,3,5,2,1,3,,,3,,1,,,,
L&S,Chemistry and Biochemistry, 342,801,"Ahmed,Taukir",14,14,100.0%,3.286,2,4,1,5,1,1,,,,,,,,,,
L&S,Chemistry and Biochemistry, 342,802,"Zhang,Qi",12,12,100.0%,2.888,5,,3,,1,,1,,,,,2,,,,
L&S,Chemistry and Biochemistry, 342,803,"Zhang,Qi",9,7,77.8%,2.904,1,,1,3,,,2,,,,,,1,,,
L&S,Chemistry and Biochemistry, 342,Course Total,Course Total,35,33,94.3%,3.061,8,4,5,8,2,1,3,,,,,2,1,,,
L&S,Chemistry and Biochemistry, 343,001,"Shteynbuk,Maria Shevyrev",167,131,78.4%,2.156,23,8,5,10,10,17,10,,15,4,3,25,33,,,1
L&S,Chemistry and Biochemistry, 343,Course Total,Course Total,167,131,78.4%,2.156,23,8,5,10,10,17,10,,15,4,3,25,33,,,1
L&S,Chemistry and Biochemistry, 344,801,"Ahmed Khan,Md Zubair",13,13,100.0%,3.282,2,2,3,4,2,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 344,802,"Ahmed Khan,Md Zubair",14,14,100.0%,3.309,3,2,4,3,,2,,,,,,,,,,
L&S,Chemistry and Biochemistry, 344,803,"Ali,Md Shahnawaz",13,11,84.6%,3.365,3,5,2,,,,,,,,,1,1,,,
L&S,Chemistry and Biochemistry, 344,804,"Dominguez,Rebecca Adel",14,14,100.0%,3.381,4,4,2,3,,,,,,1,,,,,,
L&S,Chemistry and Biochemistry, 344,805,"Zahn,Nicolas Mark",14,14,100.0%,3.167,3,2,2,3,2,,2,,,,,,,,,
L&S,Chemistry and Biochemistry, 344,807,"Mian,Md Yeunus",14,13,92.9%,3.615,5,3,3,2,,,,,,,,,1,,,
L&S,Chemistry and Biochemistry, 344,Course Total,Course Total,82,79,96.3%,3.350,20,18,16,15,4,2,2,,,1,,1,2,,,
L&S,Chemistry and Biochemistry, 345,001,"Chen,Jian",92,82,89.1%,2.480,21,4,3,12,6,7,3,5,,12,,9,8,,,
L&S,Chemistry and Biochemistry, 345,Course Total,Course Total,92,82,89.1%,2.480,21,4,3,12,6,7,3,5,,12,,9,8,,,
L&S,Chemistry and Biochemistry, 501,001,"Surerus,Kristene K",198,189,95.5%,2.965,11,30,28,43,41,20,11,,1,1,1,1,3,,1,
L&S,Chemistry and Biochemistry, 501,Course Total,Course Total,198,189,95.5%,2.965,11,30,28,43,41,20,11,,1,1,1,1,3,,1,
L&S,Chemistry and Biochemistry, 524,001,"Aldstadt III,Joseph Howard",21,19,90.5%,2.926,4,2,2,3,1,,5,,,1,,,2,,,1
L&S,Chemistry and Biochemistry, 524,Course Total,Course Total,21,19,90.5%,2.926,4,2,2,3,1,,5,,,1,,,2,,,1
L&S,Chemistry and Biochemistry, 560,001,"Indig,Guilherme L",60,55,91.7%,2.516,10,6,4,8,5,,5,5,1,6,,5,3,,,
L&S,Chemistry and Biochemistry, 560,Course Total,Course Total,60,55,91.7%,2.516,10,6,4,8,5,,5,5,1,6,,5,3,,,
L&S,Chemistry and Biochemistry, 562,401,"Woehl,Jorg C",13,13,100.0%,2.846,,1,2,4,3,2,1,,,,,,,,,
L&S,Chemistry and Biochemistry, 562,Course Total,Course Total,13,13,100.0%,2.846,,1,2,4,3,2,1,,,,,,,,,
L&S,Chemistry and Biochemistry, 563,801,"Bavisotto,Robert Vincent",13,13,100.0%,3.536,1,6,6,,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 563,Course Total,Course Total,13,13,100.0%,3.536,1,6,6,,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 582,801,"Hagemann,Trevor Moss",11,9,81.8%,3.710,4,3,,,1,,,,,,,,1,,,1
L&S,Chemistry and Biochemistry, 582,Course Total,Course Total,11,9,81.8%,3.710,4,3,,,1,,,,,,,,1,,,1
L&S,Chemistry and Biochemistry, 601,001,"Silvaggi,Nicholas R",41,35,85.4%,2.848,6,5,4,6,4,1,4,3,,,,2,3,,,
L&S,Chemistry and Biochemistry, 601,Course Total,Course Total,41,35,85.4%,2.848,6,5,4,6,4,1,4,3,,,,2,3,,,
L&S,Chemistry and Biochemistry, 603,801,"Edward,Oliver Byron",12,11,91.7%,3.818,7,2,2,,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 603,802,"Edward,Oliver Byron",12,12,100.0%,3.196,1,6,2,1,1,,,,,,,1,,,,
L&S,Chemistry and Biochemistry, 603,Course Total,Course Total,24,23,95.8%,3.493,8,8,4,1,1,,,,,,,1,,,,
L&S,Chemistry and Biochemistry, 640,002,"Schwabacher,Alan W",8,8,100.0%,3.709,3,3,2,,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 640,Course Total,Course Total,8,8,100.0%,3.709,3,3,2,,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 662,001,"Woehl,Jorg C",6,6,100.0%,3.466,1,1,2,1,,,,,,,,,,,,1
L&S,Chemistry and Biochemistry, 662,Course Total,Course Total,6,6,100.0%,3.466,1,1,2,1,,,,,,,,,,,,1
L&S,Chemistry and Biochemistry, 743,001,"Peng,Xiaohua",12,12,100.0%,3.917,11,,,1,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 743,Course Total,Course Total,12,12,100.0%,3.917,11,,,1,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 781,001,"Foersterling,Frank H",11,11,100.0%,3.668,3,6,1,1,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 781,Course Total,Course Total,11,11,100.0%,3.668,3,6,1,1,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 912,001,"Peng,Xiaohua",67,67,100.0%,3.868,3,2,,,,,,,,,,,,,,62
L&S,Chemistry and Biochemistry, 912,Course Total,Course Total,67,67,100.0%,3.868,3,2,,,,,,,,,,,,,,62
L&S,Chemistry and Biochemistry, 934,003,"Cook,James M",6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 934,Course Total,Course Total,6,6,100.0%,4.000,6,,,,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 935,001,"Tysoe,Wilfred T",6,6,100.0%,3.833,5,,,1,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 935,Course Total,Course Total,6,6,100.0%,3.833,5,,,1,,,,,,,,,,,,
L&S,Chemistry and Biochemistry, 990,003,"Cook,James M",10,10,100.0%,,,,,,,,,,,,,,,,,10
L&S,Chemistry and Biochemistry, 990,Course Total,Course Total,10,10,100.0%,,,,,,,,,,,,,,,,,10
L&S,Chemistry and Biochemistry, 992,002,"Tysoe,Wilfred T",6,6,100.0%,,,,,,,,,,,,,,,,,6
L&S,Chemistry and Biochemistry, 992,Course Total,Course Total,6,6,100.0%,,,,,,,,,,,,,,,,,6
L&S,Chinese, 101,001,"Cai,Lixin",19,18,94.7%,3.134,7,3,1,,1,,1,,,,,2,1,,1,2
L&S,Chinese, 101,002,"Olson,Andrew S",24,19,79.2%,3.294,9,2,,1,1,3,,,,,,1,4,,,2
L&S,Chinese, 101,Course Total,Course Total,43,37,86.0%,3.219,16,5,1,1,2,3,1,,,,,3,5,,1,4
L&S,Chinese, 150,001,"Olson,Andrew S",22,21,95.5%,3.183,10,1,2,3,,1,1,,,,,2,1,,,1
L&S,Chinese, 150,Course Total,Course Total,22,21,95.5%,3.183,10,1,2,3,,1,1,,,,,2,1,,,1
L&S,Chinese, 200,001,"Sun,Mingyu",24,24,100.0%,3.297,9,3,1,3,,,,,,,,2,,,,6
L&S,Chinese, 200,Course Total,Course Total,24,24,100.0%,3.297,9,3,1,3,,,,,,,,2,,,,6
L&S,Chinese, 201,001,"Cai,Lixin",9,8,88.9%,3.523,3,1,2,,,1,,,,,,,1,,,1
L&S,Chinese, 201,Course Total,Course Total,9,8,88.9%,3.523,3,1,2,,,1,,,,,,,1,,,1
L&S,Chinese, 301,001,"Xia,Xue",10,10,100.0%,3.200,3,3,2,,,1,,,,,,1,,,,
